"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Basalt","text_Pegmatite","time_resp","text_Diorite","text_Peridotite","time_fb1","time_fb2","text_Obsidian"
"","","","","","","","","","","","html-button-response","240","2.0.0","541709","672ff35fc68be1c3a2a49e58","3","36","2179","","","","","","","","","<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","7","class_response","2","train","1","Pumice","Basalt","12","false","8","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","241","2.0.0","543173","672ff35fc68be1c3a2a49e58","3","36","1461","","","","","","","","","<img src= rock_img/I_Basalt_12.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","242","2.0.0","544550","672ff35fc68be1c3a2a49e58","3","36","1373","","","","","","","","","<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>","4","class_response","2","train","2","Obsidian","Obsidian","02","true","5","5","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","243","2.0.0","545598","672ff35fc68be1c3a2a49e58","3","36","1044","","","","","","","","","<img src= rock_img/I_Obsidian_02.jpg style=""width:8cm; height:7.51cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","2","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","244","2.0.0","548725","672ff35fc68be1c3a2a49e58","3","36","3124","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","7","class_response","2","train","3","Pumice","Basalt","11","false","8","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","245","2.0.0","549694","672ff35fc68be1c3a2a49e58","3","36","965","","","","","","","","","<img src= rock_img/I_Basalt_11.jpg style=""width:8cm; height:5.359999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","3","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","246","2.0.0","551670","672ff35fc68be1c3a2a49e58","3","36","1973","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","2","class_response","2","train","4","Diorite","Gabbro","13","false","3","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","247","2.0.0","552646","672ff35fc68be1c3a2a49e58","3","36","972","","","","","","","","","<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","4","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","248","2.0.0","553855","672ff35fc68be1c3a2a49e58","3","36","1205","","","","","","","","","<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>","5","class_response","2","train","5","Pegmatite","Diorite","10","false","6","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","249","2.0.0","554758","672ff35fc68be1c3a2a49e58","3","36","900","","","","","","","","","<img src= rock_img/I_Diorite_10.jpg style=""width:8cm; height:5.949999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","5","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","250","2.0.0","556303","672ff35fc68be1c3a2a49e58","3","36","1541","","","","","","","","","<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>","1","class_response","2","train","6","Basalt","Diorite","12","false","2","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","251","2.0.0","557206","672ff35fc68be1c3a2a49e58","3","36","900","","","","","","","","","<img src= rock_img/I_Diorite_12.jpg style=""width:8cm; height:4.88cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","6","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","252","2.0.0","558918","672ff35fc68be1c3a2a49e58","3","36","1708","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","7","class_response","2","train","7","Pumice","Pumice","10","true","8","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","253","2.0.0","559863","672ff35fc68be1c3a2a49e58","3","36","941","","","","","","","","","<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","7","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","254","2.0.0","561581","672ff35fc68be1c3a2a49e58","3","36","1714","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","2","class_response","2","train","8","Diorite","Andesite","06","false","3","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","562479","672ff35fc68be1c3a2a49e58","3","36","894","","","","","","","","","<img src= rock_img/I_Andesite_06.jpg style=""width:8cm; height:6.840000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","564358","672ff35fc68be1c3a2a49e58","3","36","1876","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","5","class_response","2","train","9","Pegmatite","Peridotite","08","false","6","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","565199","672ff35fc68be1c3a2a49e58","3","36","837","","","","","","","","","<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","568109","672ff35fc68be1c3a2a49e58","3","36","2906","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","2","class_response","2","train","10","Diorite","Pegmatite","06","false","3","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","569070","672ff35fc68be1c3a2a49e58","3","36","958","","","","","","","","","<img src= rock_img/I_Pegmatite_06.jpg style=""width:8cm; height:5.17cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","571230","672ff35fc68be1c3a2a49e58","3","36","2156","","","","","","","","","<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>","1","class_response","2","train","11","Basalt","Andesite","03","false","2","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","572102","672ff35fc68be1c3a2a49e58","3","36","868","","","","","","","","","<img src= rock_img/I_Andesite_03.jpg style=""width:8cm; height:5.73cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","574101","672ff35fc68be1c3a2a49e58","3","36","1995","","","","","","","","","<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>","2","class_response","2","train","12","Diorite","Gabbro","14","false","3","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","575014","672ff35fc68be1c3a2a49e58","3","36","910","","","","","","","","","<img src= rock_img/I_Gabbro_14.jpg style=""width:8cm; height:8.48cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","576645","672ff35fc68be1c3a2a49e58","3","36","1627","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","578829","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","3","6","2181","Diorite","Pegmatite","[0.1638682355404921,0.1575701350783172,0.11584848037297261,0.1638682355404921,0.028994786830793467,0.1638682355404921,0.14786165048465227,0.058120240611788214]","[0.08601985629205156,0.08580232815799534,null,0.031829804215775095,0.02906719691326121,0.6612266169822884,0.08670506991432862,0.01934912752429998]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","623266","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","5963.700000047684","","","","","","marbled, sort of regular","38470.30000001192","mostly round, rough","","","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","625100","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","2","5","1830.8999999761581","Basalt","Obsidian","[0.1638682355404921,0.1575701350783172,0.11584848037297261,0.1638682355404921,0.028994786830793467,0.1638682355404921,0.14786165048465227,0.058120240611788214]","[0.028180768012298466,null,0.17493980862112002,0.07857348609427395,0.5369410392932794,0.0732629769221786,0.07975081595789887,0.028351105098950582]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","680778","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","6299.899999976158","","","","","rough, rounded, some have holes","","49374.80000001192","","","","","black, smooth, pretty"
"","","","","","","","","","","","html-button-response","270","2.0.0","682827","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","2","6","2046.7000000476837","Basalt","Pegmatite","[0.1638682355404921,0.1575701350783172,0.11584848037297261,0.1638682355404921,0.028994786830793467,0.1638682355404921,0.14786165048465227,0.058120240611788214]","[0.028180768012298466,null,0.17493980862112002,0.07857348609427395,0.5369410392932794,0.0732629769221786,0.07975081595789887,0.028351105098950582]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","754538","672ff35fc68be1c3a2a49e58","3","36","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","5765.600000023842","","","","","rough looking, grays and blacks","marbled, pretty, elongated","65942.30000001192","","","","",""
