"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Basalt","text_Gabbro","time_resp","text_Andesite","text_Pegmatite","text_Diorite","text_Peridotite","time_fb1","time_fb2"
"","","","","","","","","","","","html-button-response","388","2.0.0","1932877","666fb6f24d1c14f333eb4a0a","3","24","18902","","","","","","","","","<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>","3","class_response","3","train","8","Gabbro","Peridotite","05","false","4","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","389","2.0.0","1944407","666fb6f24d1c14f333eb4a0a","3","24","11529","","","","","","","","","<img src= rock_img/I_Peridotite_05.jpg style=""width:8cm; height:7.1499999999999995cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","3","train","8","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","390","2.0.0","1951086","666fb6f24d1c14f333eb4a0a","3","24","6677","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","0","class_response","3","train","9","Andesite","Diorite","15","false","1","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","391","2.0.0","1953446","666fb6f24d1c14f333eb4a0a","3","24","2360","","","","","","","","","<img src= rock_img/I_Diorite_15.jpg style=""width:8cm; height:5.54cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","3","train","9","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","392","2.0.0","1958422","666fb6f24d1c14f333eb4a0a","3","24","4974","","","","","","","","","<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>","3","class_response","3","train","10","Gabbro","Andesite","02","false","4","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","393","2.0.0","1962717","666fb6f24d1c14f333eb4a0a","3","24","4296","","","","","","","","","<img src= rock_img/I_Andesite_02.jpg style=""width:8cm; height:8.5cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","3","train","10","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","394","2.0.0","1963734","666fb6f24d1c14f333eb4a0a","3","24","1015","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","4","class_response","3","train","11","Obsidian","Obsidian","10","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","395","2.0.0","1964510","666fb6f24d1c14f333eb4a0a","3","24","775","","","","","","","","","<img src= rock_img/I_Obsidian_10.jpg style=""width:8cm; height:6.260000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","3","train","11","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","396","2.0.0","1965855","666fb6f24d1c14f333eb4a0a","3","24","1345","","","","","","","","","<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>","5","class_response","3","train","12","Pegmatite","Pegmatite","12","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","397","2.0.0","1966400","666fb6f24d1c14f333eb4a0a","3","24","543","","","","","","","","","<img src= rock_img/I_Pegmatite_12.jpg style=""width:8cm; height:5.7cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","3","train","12","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","399","2.0.0","1967374","666fb6f24d1c14f333eb4a0a","3","24","974","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","400","2.0.0","1969397","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","cat_selection","3","train","1","","","","","","","3","7","2021","Diorite","Peridotite","[0.18642535843070404,0.08989404838652974,0.11016939948374613,0.14413027215246133,0.03846714879205086,0.06908622724549202,0.25434710376813446,0.10748044174088166]","[0.04129598657558865,0.013276595993524959,null,0.3491515608418415,0.015840045889596182,0.017366261723673268,0.5525253238541322,0.01054422512164326]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","401","1.0.0","2063159","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","paired_cat_display","3","train","1","","","","","","","","","6440","","","","","","","87320","","","Sharper contrast between base color and pattern color.  Patterns are clearly defined giving it an overall more textured look.","Pattern and base color are more complimentary and less contrasting.  Edges appear smoother.  Color blending is more subtle and fluid.","",""
"","","","","","","","","","","","html-button-response","402","2.0.0","2064262","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","cat_selection","3","train","2","","","","","","","1","4","1103","Andesite","Gabbro","[0.18642535843070404,0.08989404838652974,0.11016939948374613,0.14413027215246133,0.03846714879205086,0.06908622724549202,0.25434710376813446,0.10748044174088166]","[null,0.17374459022700633,0.31888629803241186,0.33418090844605913,0.016016146359679306,0.045524005307437686,0.09503540564120519,0.016612645986200585]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","403","1.0.0","2167318","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","paired_cat_display","3","train","2","","","","","","","","","9934","","","","","","More jagged texture also with subtle pattern designed.  ","93119","Has a smoother texture with subtle speckled patterns.  Less defined and smaller","","","","",""
"","","","","","","","","","","","html-button-response","404","2.0.0","2168358","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","cat_selection","3","train","3","","","","","","","2","4","1039","Basalt","Gabbro","[0.18642535843070404,0.08989404838652974,0.11016939948374613,0.14413027215246133,0.03846714879205086,0.06908622724549202,0.25434710376813446,0.10748044174088166]","[0.028180768012298473,null,0.08388359326727252,0.5338545628635116,0.2751148064507221,0.022063662635762222,0.02855150167148249,0.02835110509895059]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","405","1.0.0","2227999","666fb6f24d1c14f333eb4a0a","3","24","","","","","","","","","","","","paired_cat_display","3","train","3","","","","","","","","","5888","","","","","Smooth texture with no pattern coloration.  ","Jagged or bumpy texture with a more pronounced colored texture.","53751","","","","","",""
"","","","","","","","","","","","html-button-response","407","2.0.0","2229102","666fb6f24d1c14f333eb4a0a","3","24","1103","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","408","2.0.0","2233022","666fb6f24d1c14f333eb4a0a","3","24","3919","","","","","","","","","<img src= ""rock_img/I_Pumice_08.jpg"" style=""width:8cm; height:6.67cm;""><p>What type of rock is this?</p>","7","class_response","3","test","1","Pumice","Pumice","08","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","409","2.0.0","2233536","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","1","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","410","2.0.0","2246245","666fb6f24d1c14f333eb4a0a","3","24","12708","","","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","2","class_response","3","test","2","Diorite","Diorite","16","true","3","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","411","2.0.0","2246760","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","412","2.0.0","2248702","666fb6f24d1c14f333eb4a0a","3","24","1941","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","3","test","3","Basalt","Basalt","04","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","413","2.0.0","2249271","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","414","2.0.0","2274374","666fb6f24d1c14f333eb4a0a","3","24","25101","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","6","class_response","3","test","4","Peridotite","Gabbro","03","false","7","4","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","415","2.0.0","2274878","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","4","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","416","2.0.0","2276117","666fb6f24d1c14f333eb4a0a","3","24","1237","","","","","","","","","<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>","4","class_response","3","test","5","Obsidian","Obsidian","07","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","417","2.0.0","2276620","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","5","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","418","2.0.0","2277750","666fb6f24d1c14f333eb4a0a","3","24","1128","","","","","","","","","<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>","4","class_response","3","test","6","Obsidian","Obsidian","06","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","419","2.0.0","2278258","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","6","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","420","2.0.0","2289077","666fb6f24d1c14f333eb4a0a","3","24","10819","","","","","","","","","<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>","7","class_response","3","test","7","Pumice","Pumice","16","true","8","8","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","421","2.0.0","2289630","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","7","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","422","2.0.0","2290901","666fb6f24d1c14f333eb4a0a","3","24","1268","","","","","","","","","<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","5","class_response","3","test","8","Pegmatite","Pegmatite","15","true","6","6","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","423","2.0.0","2291412","666fb6f24d1c14f333eb4a0a","3","24","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","8","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","424","2.0.0","2296853","666fb6f24d1c14f333eb4a0a","3","24","5441","","","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","2","class_response","3","test","9","Diorite","Diorite","11","true","3","3","","","","","","","","","","","","","","","",""
